,Unnamed: 0,book_name,author,rating_value,rating_num,price_buy_new,price_rent,category,details,rank,tag,tag_in,part_in
369,369,SQL For Dummies (For Dummies (Computer/Tech)),Allen G. Taylor,4.4 out of 5,181 ratings,$29.98,Na,Programming,"Publisher : For Dummies; 9th edition (December 11, 2018)
Language : English
Paperback : 512 pages
ISBN-10 : 1119527074
ISBN-13 : 978-1119527077
Item Weight : 2.09 pounds
Dimensions : 7.3 x 1.3 x 9 inches",,Na,Na,Na
370,370,"CompTIA CySA+ Cybersecurity Analyst Certification All-in-One Exam Guide, Second Edition (Exam CS0-002)",Brent Chapman,4.8 out of 5,156 ratings,$41.60,$24.53,Certification,"Publisher : McGraw Hill; 2nd edition (November 30, 2020)
Language : English
Paperback : 608 pages
ISBN-10 : 126046430X
ISBN-13 : 978-1260464306
Item Weight : 1.9 pounds
Dimensions : 7 x 0.4 x 9 inches",,Na,Na,Part of: All-in-One (17 books)
371,371,"Intro to Java Programming, Comprehensive Version, Loose Leaf Edition",Y. Liang,4.6 out of 5,168 ratings,$42.66,Na,Programming Languages,"Publisher : Pearson; 12th edition (December 4, 2019)
Language : English
Loose Leaf : 1240 pages
ISBN-10 : 0136520154
ISBN-13 : 978-0136520153
Item Weight : 4.65 pounds
Dimensions : 7.9 x 1.6 x 10 inches",Na,Na,Na,Na
372,372,Data Structures and Abstractions with Java (What's New in Computer Science),Frank Carrano,4 out of 5,125 ratings,$149.32,$41.77,Programming,"Publisher : Pearson; 5th edition (March 1, 2018)
Language : English
Hardcover : 960 pages
ISBN-10 : 0134831691
ISBN-13 : 978-0134831695
Item Weight : 3.8 pounds
Dimensions : 8.1 x 1.5 x 10.1 inches",,Na,Na,Na
373,373,FUSION 360: Beginners & Intermediate Users’ Guide,SEYI O. SUNDAY,4.3 out of 5,3 ratings,$28.99,Na,Graphics & Design,"ASIN : B0BJTC684W
Publisher : Independently published (October 19, 2022)
Language : English
Paperback : 608 pages
ISBN-13 : 979-8359130219
Item Weight : 3.3 pounds
Dimensions : 8.2 x 1.37 x 10 inches",Na,Na,Na,Na
374,374,Data Visualization with Excel Dashboards and Reports,Dick Kusleika,4.4 out of 5,95 ratings,$23.49,Na,Networking & Cloud Computing,"Publisher : Wiley; 1st edition (January 29, 2021)
Language : English
Paperback : 352 pages
ISBN-10 : 1119698723
ISBN-13 : 978-1119698722
Item Weight : 1.27 pounds
Dimensions : 7.2 x 0.8 x 9 inches",Na,Na,Na,Na
375,375,Learning the bash Shell: Unix Shell Programming (In a Nutshell (O'Reilly)),Cameron Newham,4.6 out of 5,260 ratings,$24.99,Na,Operating Systems,"Publisher : O'Reilly Media; Third edition (April 19, 2005)
Language : English
Paperback : 354 pages
ISBN-10 : 0596009658
ISBN-13 : 978-0596009656
Item Weight : 1.25 pounds
Dimensions : 7 x 0.9 x 9.19 inches",Na,#1 Best Seller,in Unix Programming,Part of: In a Nutshell (O'Reilly) (32 books)
376,376,CompTIA A+ Complete Practice Tests: Core 1 Exam 220-1101 and Core 2 Exam 220-1102,Audrey O'Shea,4.5 out of 5,23 ratings,$27.00,Na,Networking & Cloud Computing,"Publisher : Sybex; 3rd edition (March 25, 2022)
Language : English
Paperback : 688 pages
ISBN-10 : 1119862647
ISBN-13 : 978-1119862642
Item Weight : 2.1 pounds
Dimensions : 7.3 x 1.6 x 9.2 inches",Na,Na,Na,Na
377,377,"The Art of Computer Programming, Volumes 1-4A Boxed Set",Donald Knuth,4.9 out of 5,536 ratings,$250.08,Na,Programming,"Publisher : Addison-Wesley Professional; 1st edition (March 3, 2011)
Language : English
Hardcover : 3168 pages
ISBN-10 : 0321751043
ISBN-13 : 978-0321751041
Item Weight : 27.2 pounds
Dimensions : 9 x 8.9 x 9 inches",,Na,Na,Na
378,378,CompTIA Project+ Certification Kit: Exam PK0-005,Kim Heldman,5 out of 5,1 rating,$62.00,Na,Management & Leadership,"Publisher : Sybex; 3rd edition (November 1, 2022)
Language : English
ISBN-10 : 1119892511
ISBN-13 : 978-1119892519
Item Weight : 2.45 pounds
Dimensions : 7.4 x 1.9 x 9.3 inches",Na,Na,Na,Na
379,379,Data Pipelines with Apache Airflow,Bas P. Harenslak,4.7 out of 5,51 ratings,$49.99,Na,Networking & Cloud Computing,"Publisher : Manning (April 27, 2021)
Language : English
Paperback : 480 pages
ISBN-10 : 1617296902
ISBN-13 : 978-1617296901
Item Weight : 1.9 pounds
Dimensions : 7.38 x 1.4 x 9.25 inches",Na,Na,Na,Na
380,380,Adobe After Effects Classroom in a Book (2022 release),Lisa Fridsma,4.1 out of 5,35 ratings,$63.65,Na,Graphics & Design,"Publisher : Adobe Press; 1st edition (January 12, 2022)
Language : English
Paperback : 432 pages
ISBN-10 : 0137623925
ISBN-13 : 978-0137623921
Item Weight : 1.72 pounds
Dimensions : 7.35 x 1.15 x 9.1 inches",Na,Na,Na,Part of: Classroom in a Book (142 books)
381,381,"The Emperor's New Mind: Concerning Computers, Minds, and the Laws of Physics",Roger Penrose,4.5 out of 5,491 ratings,$0.00,Na,Computer Science,Na,,Na,Na,Na
382,382,Official Google Cloud Certified Professional Data Engineer Study Guide,Dan Sullivan,4.5 out of 5,192 ratings,$31.49,Na,Networking & Cloud Computing,"Publisher : Sybex; 1st edition (May 21, 2020)
Language : English
Paperback : 352 pages
ISBN-10 : 1119618436
ISBN-13 : 978-1119618430
Item Weight : 1.41 pounds
Dimensions : 7.38 x 0.8 x 9.25 inches",Na,Na,Na,Na
383,383,Surveys That Work: A Practical Guide for Designing and Running Better Surveys,Caroline Jarrett,4.8 out of 5,52 ratings,$49.49,Na,Marketing & Sales,"Publisher : Rosenfeld Media (August 17, 2021)
Language : English
Paperback : 368 pages
ISBN-10 : 1933820535
ISBN-13 : 978-1933820538
Item Weight : 1.5 pounds
Dimensions : 5.75 x 0.75 x 8.75 inches",Na,Na,Na,Na
384,384,eBay For Dummies (For Dummies (Computer/Tech)),Marsha Collier,4.4 out of 5,330 ratings,$17.29,Na,Industries,"Publisher : For Dummies; 10th edition (December 12, 2019)
Language : English
Paperback : 416 pages
ISBN-10 : 111961774X
ISBN-13 : 978-1119617747
Item Weight : 1.64 pounds
Dimensions : 7.4 x 1 x 9.1 inches",Na,Na,Na,Na
385,385,Microsoft Project 2019 For Dummies,Cynthia Snyder Dionisio,4.4 out of 5,411 ratings,$23.49,Na,Management & Leadership,"Publisher : For Dummies; 1st edition (February 20, 2019)
Language : English
Paperback : 352 pages
ISBN-10 : 111956512X
ISBN-13 : 978-1119565123
Item Weight : 1.05 pounds
Dimensions : 7.3 x 0.8 x 9.1 inches",Na,Na,Na,Na
386,386,"Deep Learning with TensorFlow and Keras: Build and deploy supervised, unsupervised, deep, and reinforcement learning models, 3rd Edition",Amita Kapoor,4.9 out of 5,39 ratings,$44.99,Na,Computer Science,"Publisher : Packt Publishing; 3rd ed. edition (October 6, 2022)
Language : English
Paperback : 698 pages
ISBN-10 : 1803232919
ISBN-13 : 978-1803232911
Item Weight : 2.6 pounds
Dimensions : 7.5 x 1.58 x 9.25 inches",Na,Na,Na,Na
387,387,"Java: A Beginner's Guide, Ninth Edition",Herbert Schildt,4.4 out of 5,36 ratings,$34.45,$17.06,Programming Languages,"Publisher : McGraw Hill; 9th edition (January 7, 2022)
Language : English
Paperback : 752 pages
ISBN-10 : 1260463559
ISBN-13 : 978-1260463552
Grade level : 9 and up
Item Weight : 2.6 pounds
Dimensions : 7.3 x 1.6 x 9.1 inches",,Na,Na,Na
388,388,"Generative AI with Python and TensorFlow 2: Create images, text, and music with VAEs, GANs, LSTMs, Transformer models",Joseph Babcock,4.3 out of 5,23 ratings,$37.99,Na,Computer Science,"Publisher : Packt Publishing (April 30, 2021)
Language : English
Paperback : 488 pages
ISBN-10 : 1800200889
ISBN-13 : 978-1800200883
Item Weight : 1.83 pounds
Dimensions : 7.5 x 1.1 x 9.25 inches",Na,Na,Na,Na
389,389,"Database Management Systems, 3rd Edition",Raghu Ramakrishnan,4.2 out of 5,120 ratings,$178.94,Na,Business Development & Entrepreneurship,"Publisher : McGraw-Hill; 3rd edition (August 14, 2002)
Language : English
Hardcover : 1104 pages
ISBN-10 : 0072465638
ISBN-13 : 978-0072465631
Item Weight : 4.04 pounds
Dimensions : 7.5 x 1.7 x 9.1 inches",Na,Na,Na,Na
390,390,Learn Microsoft PowerApps: Build customized business applications without writing any code,Matthew Weston,4.1 out of 5,173 ratings,$39.89,Na,Software,"Publisher : Packt Publishing (November 29, 2019)
Language : English
Paperback : 560 pages
ISBN-10 : 1789805821
ISBN-13 : 978-1789805826
Item Weight : 2.09 pounds
Dimensions : 7.5 x 1.27 x 9.25 inches",Na,Na,Na,Na
391,391,Learn to Code by Solving Problems: A Python Programming Primer,Daniel Zingaro,4.7 out of 5,52 ratings,$31.49,Na,Programming,"Publisher : No Starch Press (June 21, 2021)
Language : English
Paperback : 336 pages
ISBN-10 : 1718501323
ISBN-13 : 978-1718501324
Item Weight : 1.4 pounds
Dimensions : 7 x 0.78 x 9.05 inches",Na,Na,Na,Na
392,392,CompTIA A+ Complete Deluxe Study Guide with Online Labs: Core 1 Exam 220-1101 and Core 2 Exam 220-1102,Quentin Docter,5 out of 5,11 ratings,$150.00,Na,Operating Systems,"Publisher : Sybex; 5th edition (June 28, 2022)
Language : English
Hardcover : 1744 pages
ISBN-10 : 111986321X
ISBN-13 : 978-1119863212
Item Weight : 5.9 pounds
Dimensions : 7.9 x 2.6 x 9.4 inches",Na,Na,Na,Na
393,393,CCNA Certification Study Guide and Practice Tests Kit: Exam 200-301,Todd Lammle,4.7 out of 5,190 ratings,$63.36,Na,Certification,"Publisher : Sybex; 1st edition (April 28, 2020)
Language : English
Paperback : 1360 pages
ISBN-10 : 1119675804
ISBN-13 : 978-1119675808
Item Weight : 5.05 pounds
Dimensions : 7.4 x 2.9 x 9.2 inches",Na,Na,Na,Na
394,394,"Logo Design Love: A Guide to Creating Iconic Brand Identities, 2nd Edition",David Airey,4.7 out of 5,724 ratings,$38.41,Na,Graphic Design,"Publisher : Peachpit Press; 2nd edition (August 20, 2014)
Language : English
Paperback : 240 pages
ISBN-10 : 0321985206
ISBN-13 : 978-0321985200
Item Weight : 12.7 ounces
Dimensions : 7 x 0.43 x 8.9 inches",,Na,Na,Na
395,395,SHRM-CP/SHRM-SCP Certification Practice Exams,William Kelly,4.4 out of 5,171 ratings,$31.93,Na,Human Resources,"ASIN : 1259584887
Publisher : McGraw Hill; 1st edition (September 28, 2018)
Language : English
Paperback : 352 pages
ISBN-10 : 9781259584886
ISBN-13 : 978-1259584886
Item Weight : 1 pounds
Dimensions : 7.3 x 0.7 x 9.1 inches",Na,Na,Na,Na
396,396,Beginning Programming All-in-One For Dummies,Wallace Wang,4.6 out of 5,15 ratings,$29.49,Na,Programming,"Publisher : For Dummies; 2nd edition (June 3, 2022)
Language : English
Paperback : 800 pages
ISBN-10 : 1119884403
ISBN-13 : 978-1119884408
Item Weight : 2.3 pounds
Dimensions : 7.38 x 1.81 x 9.25 inches",,Na,Na,Na
397,397,Microsoft Project For Dummies (For Dummies (Computer/Tech)),Cynthia Snyder Dionisio,4.6 out of 5,30 ratings,$23.99,Na,Management & Leadership,"Publisher : For Dummies; 1st edition (January 28, 2022)
Language : English
Paperback : 384 pages
ISBN-10 : 1119858623
ISBN-13 : 978-1119858621
Item Weight : 1.35 pounds
Dimensions : 7.38 x 0.87 x 9.25 inches",Na,Na,Na,Na
398,398,Practical Natural Language Processing: A Comprehensive Guide to Building Real-World NLP Systems,Sowmya Vajjala,4.2 out of 5,149 ratings,$55.01,Na,Computer Science,"Publisher : O'Reilly Media; 1st edition (July 7, 2020)
Language : English
Paperback : 456 pages
ISBN-10 : 1492054054
ISBN-13 : 978-1492054054
Item Weight : 1.59 pounds
Dimensions : 7 x 0.92 x 9.19 inches",Na,Na,Na,Na
399,399,A Self-Study Guide For The ISTQB Foundation Exam Certified Tester Foundation Level (CTFL) 2018 Syllabus,Chhavi Raj Dosaj,4.5 out of 5,145 ratings,$34.99,Na,Programming,"Publisher : Independently published (September 21, 2019)
Language : English
Paperback : 247 pages
ISBN-10 : 1687632278
ISBN-13 : 978-1687632272
Item Weight : 11.9 ounces
Dimensions : 6 x 0.56 x 9 inches",,Na,Na,Na
0,0,"Unit Testing Principles, Practices, and Patterns: Effective testing styles, patterns, and reliable automation for unit testing, mocking, and integration testing with examples in C#",Vladimir Khorikov,4.7 out of 5,169 ratings,$49.99,Na,Programming,"Publisher : Manning; 1st edition (January 14, 2020)
Language : English
Paperback : 304 pages
ISBN-10 : 1617296279
ISBN-13 : 978-1617296277
Item Weight : 1.15 pounds
Dimensions : 7.38 x 0.7 x 9.25 inches",Na,Na,Na,Na
1,1,SQL: Learn SQL (using MySQL) in One Day and Learn It Well. SQL for Beginners with Hands-on Project. (Learn Coding Fast with Hands-On Project Book 5),LCF Publishing,4.5 out of 5,912 ratings,Na,Na,Computers & Technology,"ASIN : B07K374J19
Publication date : October 31, 2018
Language : English
File size : 5599 KB
Text-to-Speech : Enabled
Screen Reader : Supported
Enhanced typesetting : Enabled
X-Ray : Not Enabled
Word Wise : Not Enabled
Sticky notes : On Kindle Scribe
Print length : 166 pages",Na,#1 Best Seller,in Software Engineering,Book 5 of 7: Learn Coding Fast with Hands-On Project
2,2,Container Security: Fundamental Technology Concepts that Protect Containerized Applications,Liz Rice,4.6 out of 5,228 ratings,$35.49,Na,Networking & Cloud Computing,"Publisher : O'Reilly Media; 1st edition (April 28, 2020)
Language : English
Paperback : 200 pages
ISBN-10 : 1492056707
ISBN-13 : 978-1492056706
Item Weight : 11.5 ounces
Dimensions : 7 x 0.42 x 9.19 inches",,Na,Na,Na
3,3,"Blender 3D By Example: A project-based guide to learning the latest Blender 3D, EEVEE rendering engine, and Grease Pencil, 2nd Edition",Oscar Baechler,4.4 out of 5,166 ratings,$33.49,Na,Computer Science,"Publisher : Packt Publishing; Illustrated edition (May 29, 2020)
Language : English
Paperback : 658 pages
ISBN-10 : 178961256X
ISBN-13 : 978-1789612561
Item Weight : 2.45 pounds
Dimensions : 7.5 x 1.49 x 9.25 inches",Na,#1 Best Seller,in Rendering & Ray Tracing,Na
4,4,AWS Certified Cloud Practitioner Practice Tests,Neal Davis,4.7 out of 5,561 ratings,$24.99,Na,Networking & Cloud Computing,"ASIN : B08F6LDVD3
Publisher : Independently published (August 3, 2020)
Language : English
Paperback : 297 pages
ISBN-13 : 979-8671834796
Item Weight : 1.53 pounds
Dimensions : 8.5 x 0.67 x 11 inches",Na,Na,Na,Na
5,5,The Practice of Enterprise Architecture: A Modern Approach to Business and IT Alignment,Svyatoslav Kotusev,4.6 out of 5,56 ratings,$53.91,Na,Business Technology,"Publisher : SK Publishing; 2nd ed. edition (January 15, 2021)
Language : English
Paperback : 569 pages
ISBN-10 : 064508252X
ISBN-13 : 978-0645082524
Item Weight : 2.13 pounds
Dimensions : 7.5 x 1.29 x 9.25 inches",Na,Na,Na,Na
6,6,Tableau for Healthcare,Daniel Benevento,4.3 out of 5,102 ratings,$59.99,Na,Medicine,"Publisher : HealthDataViz (April 23, 2021)
Language : English
Paperback : 396 pages
ISBN-10 : 0578777924
ISBN-13 : 978-0578777924
Item Weight : 2.48 pounds
Dimensions : 8.5 x 0.93 x 11 inches",Na,Na,Na,Na
7,7,Data Governance For Dummies (For Dummies (Computer/tech)),Jonathan Reichental,5 out of 5,9 ratings,$28.99,Na,Computer Science,"Publisher : For Dummies; 1st edition (December 8, 2022)
Language : English
Paperback : 288 pages
ISBN-10 : 1119906776
ISBN-13 : 978-1119906773
Item Weight : 13.6 ounces
Dimensions : 7.4 x 0.7 x 9.2 inches",Na,Na,Na,Na
8,8,CEH v11 Certified Ethical Hacker Study Guide + Practice Tests Set,Ric Messier,4.5 out of 5,96 ratings,$63.51,Na,Certification,"Publisher : Sybex; 2nd edition (October 12, 2021)
Language : English
Paperback : 2 pages
ISBN-10 : 1119825393
ISBN-13 : 978-1119825395
Item Weight : 3.3 pounds
Dimensions : 7.3 x 2.1 x 9.2 inches",Na,Na,Na,Na
9,9,Star Schema The Complete Reference (The Complete Reference),Christopher Adamson,4.7 out of 5,191 ratings,$39.00,Na,Databases & Big Data,"ASIN : 0071744320
Publisher : McGraw Hill; 1st edition (July 28, 2010)
Language : English
Paperback : 510 pages
ISBN-10 : 9780071744324
ISBN-13 : 978-0071744324
Item Weight : 1.81 pounds
Dimensions : 7.4 x 0.97 x 9.1 inches",,Na,Na,Na
10,10,CWNA Certified Wireless Network Administrator Study Guide: Exam CWNA-108,David A. Westcott,4.8 out of 5,88 ratings,$38.49,Na,Networking & Cloud Computing,"Publisher : Sybex; 6th edition (March 9, 2021)
Language : English
Paperback : 1088 pages
ISBN-10 : 1119734509
ISBN-13 : 978-1119734505
Item Weight : 4.18 pounds
Dimensions : 7.4 x 2.3 x 9.2 inches",Na,Na,Na,Na
11,11,AWS Certified Solutions Architect Professional Training Notes,Neal Davis,4.8 out of 5,98 ratings,$24.99,Na,Certification,"ASIN : B09TZBPZ6Z
Publisher : Independently published (March 6, 2022)
Language : English
Paperback : 319 pages
ISBN-13 : 979-8428029840
Item Weight : 1.23 pounds
Dimensions : 7 x 0.72 x 10 inches",Na,Na,Na,Na
12,12,AWS Certified Solutions Architect Study Guide: Associate SAA-CO2 Exam (Aws Certified Solutions Architect Official: Associate Exam),Ben Piper,4.5 out of 5,490 ratings,$33.49,Na,Certification,"Publisher : Sybex; 3rd edition (December 11, 2020)
Language : English
Paperback : 464 pages
ISBN-10 : 1119713080
ISBN-13 : 978-1119713081
Item Weight : 1.68 pounds
Dimensions : 7.3 x 1 x 9.2 inches",,Na,Na,Na
13,13,Robust Python: Write Clean and Maintainable Code,Patrick Viafore,4.5 out of 5,59 ratings,$32.99,Na,Programming,"Publisher : O'Reilly Media; 1st edition (August 17, 2021)
Language : English
Paperback : 378 pages
ISBN-10 : 1098100662
ISBN-13 : 978-1098100667
Item Weight : 1.33 pounds
Dimensions : 7 x 1 x 9 inches",Na,Na,Na,Na
14,14,The Recursive Book of Recursion: Ace the Coding Interview with Python and JavaScript,Al Sweigart,5 out of 5,22 ratings,$35.99,Na,Web Development & Design,"Publisher : No Starch Press (August 16, 2022)
Language : English
Paperback : 328 pages
ISBN-10 : 1718502028
ISBN-13 : 978-1718502024
Item Weight : 13 ounces
Dimensions : 7 x 0.75 x 9.25 inches",Na,Na,Na,Na
15,15,Programming Quantum Computers: Essential Algorithms and Code Samples,Eric Johnston,4.6 out of 5,151 ratings,$50.99,Na,Computer Science,"Publisher : O'Reilly Media; 1st edition (August 13, 2019)
Language : English
Paperback : 333 pages
ISBN-10 : 1492039683
ISBN-13 : 978-1492039686
Item Weight : 1.18 pounds
Dimensions : 7 x 0.7 x 9.19 inches",Na,Na,Na,Na
16,16,"Physically Based Rendering, fourth edition: From Theory to Implementation",Matt Pharr,Na,Na,$120.00,Na,Graphics & Design,"Publisher : The MIT Press; 4th edition (March 28, 2023)
Language : English
Hardcover : 1312 pages
ISBN-10 : 0262048027
ISBN-13 : 978-0262048026
Item Weight : 5.26 pounds
Dimensions : 8.25 x 2 x 10.31 inches",Na,Na,Na,Na
17,17,"Real-Time Rendering, Fourth Edition",Eric Haines,4 out of 5,189 ratings,$110.00,$46.73,Programming,"ASIN : 1138627003
Publisher : A K Peters/CRC Press; 4th edition (August 6, 2018)
Language : English
Hardcover : 1178 pages
ISBN-10 : 9781138627000
ISBN-13 : 978-1138627000
Item Weight : 5.56 pounds
Dimensions : 7.7 x 1.9 x 9.4 inches",,Na,Na,Na
18,18,"Algorithmic Short Selling with Python: Refine your algorithmic trading edge, consistently generate investment ideas, and build a robust long/short product",Laurent Bernut,4.8 out of 5,46 ratings,$51.99,Na,Computer Science,"Publisher : Packt Publishing (September 30, 2021)
Language : English
Paperback : 376 pages
ISBN-10 : 1801815194
ISBN-13 : 978-1801815192
Item Weight : 1.43 pounds
Dimensions : 7.5 x 0.85 x 9.25 inches",Na,Na,Na,Na
19,19,"The Theory and Practice of Enterprise AI: Recipes and Reference Implementations for Marketing, Supply Chain, and Production Operations",Ilya Katsov,5 out of 5,5 ratings,$49.80,Na,Computer Science,"Publisher : Ilya Katsov (August 12, 2022)
Language : English
Hardcover : 576 pages
ISBN-10 : 0578328623
ISBN-13 : 978-0578328621
Item Weight : 2.06 pounds
Dimensions : 6 x 1.25 x 9 inches",Na,Na,Na,Na
20,20,"Hands-On RTOS with Microcontrollers: Building real-time embedded systems using FreeRTOS, STM32 MCUs, and SEGGER debug tools",Brian Amos,4.7 out of 5,70 ratings,$42.96,Na,Hardware & DIY,"Publisher : Packt Publishing (May 15, 2020)
Language : English
Paperback : 496 pages
ISBN-10 : 1838826734
ISBN-13 : 978-1838826734
Item Weight : 1.86 pounds
Dimensions : 7.5 x 1.12 x 9.25 inches",Na,#1 Best Seller,in Computer Hardware Embedded Systems,Na
